timestamp,camera_id,total_vehicles,occupancy_rate,flow_rate_per_min,avg_speed,avg_density,congestion_level,hour,day_of_week
1764931312.018544,CAM_SYNTH,42,0.42,42.0,39.0,8.4,Normal,10,4
1764931372.018544,CAM_SYNTH,36,0.36,36.0,42.0,7.2,Normal,10,4
1764931432.018544,CAM_SYNTH,42,0.42,42.0,39.0,8.4,Normal,10,4
1764931492.018544,CAM_SYNTH,65,0.65,65.0,27.5,13.0,High,10,4
1764931552.018544,CAM_SYNTH,42,0.42,42.0,39.0,8.4,Normal,10,4
1764931612.018544,CAM_SYNTH,33,0.33,33.0,43.5,6.6,Normal,10,4
1764931672.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,10,4
1764931732.018544,CAM_SYNTH,34,0.34,34.0,43.0,6.8,Normal,10,4
1764931792.018544,CAM_SYNTH,60,0.6,60.0,30.0,12.0,High,10,4
1764931852.018544,CAM_SYNTH,40,0.4,40.0,40.0,8.0,Normal,10,4
1764931912.018544,CAM_SYNTH,40,0.4,40.0,40.0,8.0,Normal,10,4
1764931972.018544,CAM_SYNTH,55,0.55,55.0,32.5,11.0,High,10,4
1764932032.018544,CAM_SYNTH,57,0.57,57.0,31.500000000000004,11.4,High,10,4
1764932092.018544,CAM_SYNTH,40,0.4,40.0,40.0,8.0,Normal,10,4
1764932152.018544,CAM_SYNTH,71,0.71,71.0,24.5,14.2,High,10,4
1764932212.018544,CAM_SYNTH,54,0.54,54.0,33.0,10.8,High,10,4
1764932272.018544,CAM_SYNTH,46,0.46,46.0,37.0,9.2,Normal,10,4
1764932332.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,10,4
1764932392.018544,CAM_SYNTH,63,0.63,63.0,28.5,12.6,High,10,4
1764932452.018544,CAM_SYNTH,57,0.57,57.0,31.500000000000004,11.4,High,11,4
1764932512.018544,CAM_SYNTH,56,0.56,56.0,31.999999999999996,11.2,High,11,4
1764932572.018544,CAM_SYNTH,49,0.49,49.0,35.5,9.8,Normal,11,4
1764932632.018544,CAM_SYNTH,66,0.66,66.0,27.0,13.2,High,11,4
1764932692.018544,CAM_SYNTH,38,0.38,38.0,41.0,7.6,Normal,11,4
1764932752.018544,CAM_SYNTH,29,0.29,29.0,45.5,5.8,Normal,11,4
1764932812.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,11,4
1764932872.018544,CAM_SYNTH,39,0.39,39.0,40.5,7.8,Normal,11,4
1764932932.018544,CAM_SYNTH,64,0.64,64.0,28.0,12.8,High,11,4
1764932992.018544,CAM_SYNTH,49,0.49,49.0,35.5,9.8,Normal,11,4
1764933052.018544,CAM_SYNTH,62,0.62,62.0,29.0,12.4,High,11,4
1764933112.018544,CAM_SYNTH,54,0.54,54.0,33.0,10.8,High,11,4
1764933172.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,11,4
1764933232.018544,CAM_SYNTH,43,0.43,43.0,38.5,8.6,Normal,11,4
1764933292.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,11,4
1764933352.018544,CAM_SYNTH,41,0.41,41.0,39.5,8.2,Normal,11,4
1764933412.018544,CAM_SYNTH,67,0.67,67.0,26.5,13.4,High,11,4
1764933472.018544,CAM_SYNTH,43,0.43,43.0,38.5,8.6,Normal,11,4
1764933532.018544,CAM_SYNTH,45,0.45,45.0,37.5,9.0,Normal,11,4
1764933592.018544,CAM_SYNTH,43,0.43,43.0,38.5,8.6,Normal,11,4
1764933652.018544,CAM_SYNTH,33,0.33,33.0,43.5,6.6,Normal,11,4
1764933712.018544,CAM_SYNTH,57,0.57,57.0,31.500000000000004,11.4,High,11,4
1764933772.018544,CAM_SYNTH,38,0.38,38.0,41.0,7.6,Normal,11,4
1764933832.018544,CAM_SYNTH,64,0.64,64.0,28.0,12.8,High,11,4
1764933892.018544,CAM_SYNTH,59,0.59,59.0,30.5,11.8,High,11,4
1764933952.018544,CAM_SYNTH,57,0.57,57.0,31.500000000000004,11.4,High,11,4
1764934012.018544,CAM_SYNTH,30,0.3,30.0,45.0,6.0,Normal,11,4
1764934072.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,11,4
1764934132.018544,CAM_SYNTH,54,0.54,54.0,33.0,10.8,High,11,4
1764934192.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,11,4
1764934252.018544,CAM_SYNTH,60,0.6,60.0,30.0,12.0,High,11,4
1764934312.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,11,4
1764934372.018544,CAM_SYNTH,45,0.45,45.0,37.5,9.0,Normal,11,4
1764934432.018544,CAM_SYNTH,64,0.64,64.0,28.0,12.8,High,11,4
1764934492.018544,CAM_SYNTH,69,0.69,69.0,25.5,13.8,High,11,4
1764934552.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,11,4
1764934612.018544,CAM_SYNTH,33,0.33,33.0,43.5,6.6,Normal,11,4
1764934672.018544,CAM_SYNTH,56,0.56,56.0,31.999999999999996,11.2,High,11,4
1764934732.018544,CAM_SYNTH,64,0.64,64.0,28.0,12.8,High,11,4
1764934792.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,11,4
1764934852.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,11,4
1764934912.018544,CAM_SYNTH,57,0.57,57.0,31.500000000000004,11.4,High,11,4
1764934972.018544,CAM_SYNTH,32,0.32,32.0,44.0,6.4,Normal,11,4
1764935032.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,11,4
1764935092.018544,CAM_SYNTH,42,0.42,42.0,39.0,8.4,Normal,11,4
1764935152.018544,CAM_SYNTH,41,0.41,41.0,39.5,8.2,Normal,11,4
1764935212.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,11,4
1764935272.018544,CAM_SYNTH,37,0.37,37.0,41.5,7.4,Normal,11,4
1764935332.018544,CAM_SYNTH,66,0.66,66.0,27.0,13.2,High,11,4
1764935392.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,11,4
1764935452.018544,CAM_SYNTH,49,0.49,49.0,35.5,9.8,Normal,11,4
1764935512.018544,CAM_SYNTH,45,0.45,45.0,37.5,9.0,Normal,11,4
1764935572.018544,CAM_SYNTH,65,0.65,65.0,27.5,13.0,High,11,4
1764935632.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,11,4
1764935692.018544,CAM_SYNTH,41,0.41,41.0,39.5,8.2,Normal,11,4
1764935752.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,11,4
1764935812.018544,CAM_SYNTH,68,0.68,68.0,26.0,13.6,High,11,4
1764935872.018544,CAM_SYNTH,56,0.56,56.0,31.999999999999996,11.2,High,11,4
1764935932.018544,CAM_SYNTH,41,0.41,41.0,39.5,8.2,Normal,11,4
1764935992.018544,CAM_SYNTH,22,0.22,22.0,49.0,4.4,Normal,11,4
1764936052.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,12,4
1764936112.018544,CAM_SYNTH,43,0.43,43.0,38.5,8.6,Normal,12,4
1764936172.018544,CAM_SYNTH,43,0.43,43.0,38.5,8.6,Normal,12,4
1764936232.018544,CAM_SYNTH,63,0.63,63.0,28.5,12.6,High,12,4
1764936292.018544,CAM_SYNTH,54,0.54,54.0,33.0,10.8,High,12,4
1764936352.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,12,4
1764936412.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,12,4
1764936472.018544,CAM_SYNTH,55,0.55,55.0,32.5,11.0,High,12,4
1764936532.018544,CAM_SYNTH,63,0.63,63.0,28.5,12.6,High,12,4
1764936592.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,12,4
1764936652.018544,CAM_SYNTH,40,0.4,40.0,40.0,8.0,Normal,12,4
1764936712.018544,CAM_SYNTH,43,0.43,43.0,38.5,8.6,Normal,12,4
1764936772.018544,CAM_SYNTH,40,0.4,40.0,40.0,8.0,Normal,12,4
1764936832.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,12,4
1764936892.018544,CAM_SYNTH,45,0.45,45.0,37.5,9.0,Normal,12,4
1764936952.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,12,4
1764937012.018544,CAM_SYNTH,49,0.49,49.0,35.5,9.8,Normal,12,4
1764937072.018544,CAM_SYNTH,41,0.41,41.0,39.5,8.2,Normal,12,4
1764937132.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,12,4
1764937192.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,12,4
1764937252.018544,CAM_SYNTH,71,0.71,71.0,24.5,14.2,High,12,4
1764937312.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,12,4
1764937372.018544,CAM_SYNTH,76,0.76,76.0,22.0,15.2,High,12,4
1764937432.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,12,4
1764937492.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,12,4
1764937552.018544,CAM_SYNTH,54,0.54,54.0,33.0,10.8,High,12,4
1764937612.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,12,4
1764937672.018544,CAM_SYNTH,58,0.58,58.0,31.000000000000004,11.6,High,12,4
1764937732.018544,CAM_SYNTH,58,0.58,58.0,31.000000000000004,11.6,High,12,4
1764937792.018544,CAM_SYNTH,46,0.46,46.0,37.0,9.2,Normal,12,4
1764937852.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,12,4
1764937912.018544,CAM_SYNTH,62,0.62,62.0,29.0,12.4,High,12,4
1764937972.018544,CAM_SYNTH,64,0.64,64.0,28.0,12.8,High,12,4
1764938032.018544,CAM_SYNTH,43,0.43,43.0,38.5,8.6,Normal,12,4
1764938092.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,12,4
1764938152.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,12,4
1764938212.018544,CAM_SYNTH,60,0.6,60.0,30.0,12.0,High,12,4
1764938272.018544,CAM_SYNTH,33,0.33,33.0,43.5,6.6,Normal,12,4
1764938332.018544,CAM_SYNTH,28,0.28,28.0,46.0,5.6,Normal,12,4
1764938392.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,12,4
1764938452.018544,CAM_SYNTH,62,0.62,62.0,29.0,12.4,High,12,4
1764938512.018544,CAM_SYNTH,32,0.32,32.0,44.0,6.4,Normal,12,4
1764938572.018544,CAM_SYNTH,54,0.54,54.0,33.0,10.8,High,12,4
1764938632.018544,CAM_SYNTH,64,0.64,64.0,28.0,12.8,High,12,4
1764938692.018544,CAM_SYNTH,39,0.39,39.0,40.5,7.8,Normal,12,4
1764938752.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,12,4
1764938812.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,12,4
1764938872.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,12,4
1764938932.018544,CAM_SYNTH,34,0.34,34.0,43.0,6.8,Normal,12,4
1764938992.018544,CAM_SYNTH,37,0.37,37.0,41.5,7.4,Normal,12,4
1764939052.018544,CAM_SYNTH,55,0.55,55.0,32.5,11.0,High,12,4
1764939112.018544,CAM_SYNTH,37,0.37,37.0,41.5,7.4,Normal,12,4
1764939172.018544,CAM_SYNTH,62,0.62,62.0,29.0,12.4,High,12,4
1764939232.018544,CAM_SYNTH,45,0.45,45.0,37.5,9.0,Normal,12,4
1764939292.018544,CAM_SYNTH,34,0.34,34.0,43.0,6.8,Normal,12,4
1764939352.018544,CAM_SYNTH,62,0.62,62.0,29.0,12.4,High,12,4
1764939412.018544,CAM_SYNTH,49,0.49,49.0,35.5,9.8,Normal,12,4
1764939472.018544,CAM_SYNTH,54,0.54,54.0,33.0,10.8,High,12,4
1764939532.018544,CAM_SYNTH,61,0.61,61.0,29.5,12.2,High,12,4
1764939592.018544,CAM_SYNTH,35,0.35,35.0,42.5,7.0,Normal,12,4
1764939652.018544,CAM_SYNTH,63,0.63,63.0,28.5,12.6,High,13,4
1764939712.018544,CAM_SYNTH,59,0.59,59.0,30.5,11.8,High,13,4
1764939772.018544,CAM_SYNTH,35,0.35,35.0,42.5,7.0,Normal,13,4
1764939832.018544,CAM_SYNTH,60,0.6,60.0,30.0,12.0,High,13,4
1764939892.018544,CAM_SYNTH,32,0.32,32.0,44.0,6.4,Normal,13,4
1764939952.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,13,4
1764940012.018544,CAM_SYNTH,39,0.39,39.0,40.5,7.8,Normal,13,4
1764940072.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,13,4
1764940132.018544,CAM_SYNTH,40,0.4,40.0,40.0,8.0,Normal,13,4
1764940192.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,13,4
1764940252.018544,CAM_SYNTH,43,0.43,43.0,38.5,8.6,Normal,13,4
1764940312.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,13,4
1764940372.018544,CAM_SYNTH,58,0.58,58.0,31.000000000000004,11.6,High,13,4
1764940432.018544,CAM_SYNTH,46,0.46,46.0,37.0,9.2,Normal,13,4
1764940492.018544,CAM_SYNTH,49,0.49,49.0,35.5,9.8,Normal,13,4
1764940552.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,13,4
1764940612.018544,CAM_SYNTH,56,0.56,56.0,31.999999999999996,11.2,High,13,4
1764940672.018544,CAM_SYNTH,45,0.45,45.0,37.5,9.0,Normal,13,4
1764940732.018544,CAM_SYNTH,43,0.43,43.0,38.5,8.6,Normal,13,4
1764940792.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,13,4
1764940852.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,13,4
1764940912.018544,CAM_SYNTH,32,0.32,32.0,44.0,6.4,Normal,13,4
1764940972.018544,CAM_SYNTH,36,0.36,36.0,42.0,7.2,Normal,13,4
1764941032.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,13,4
1764941092.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,13,4
1764941152.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,13,4
1764941212.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,13,4
1764941272.018544,CAM_SYNTH,36,0.36,36.0,42.0,7.2,Normal,13,4
1764941332.018544,CAM_SYNTH,46,0.46,46.0,37.0,9.2,Normal,13,4
1764941392.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,13,4
1764941452.018544,CAM_SYNTH,56,0.56,56.0,31.999999999999996,11.2,High,13,4
1764941512.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,13,4
1764941572.018544,CAM_SYNTH,37,0.37,37.0,41.5,7.4,Normal,13,4
1764941632.018544,CAM_SYNTH,58,0.58,58.0,31.000000000000004,11.6,High,13,4
1764941692.018544,CAM_SYNTH,40,0.4,40.0,40.0,8.0,Normal,13,4
1764941752.018544,CAM_SYNTH,74,0.74,74.0,23.0,14.8,High,13,4
1764941812.018544,CAM_SYNTH,38,0.38,38.0,41.0,7.6,Normal,13,4
1764941872.018544,CAM_SYNTH,42,0.42,42.0,39.0,8.4,Normal,13,4
1764941932.018544,CAM_SYNTH,64,0.64,64.0,28.0,12.8,High,13,4
1764941992.018544,CAM_SYNTH,54,0.54,54.0,33.0,10.8,High,13,4
1764942052.018544,CAM_SYNTH,60,0.6,60.0,30.0,12.0,High,13,4
1764942112.018544,CAM_SYNTH,67,0.67,67.0,26.5,13.4,High,13,4
1764942172.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,13,4
1764942232.018544,CAM_SYNTH,54,0.54,54.0,33.0,10.8,High,13,4
1764942292.018544,CAM_SYNTH,37,0.37,37.0,41.5,7.4,Normal,13,4
1764942352.018544,CAM_SYNTH,54,0.54,54.0,33.0,10.8,High,13,4
1764942412.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,13,4
1764942472.018544,CAM_SYNTH,42,0.42,42.0,39.0,8.4,Normal,13,4
1764942532.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,13,4
1764942592.018544,CAM_SYNTH,59,0.59,59.0,30.5,11.8,High,13,4
1764942652.018544,CAM_SYNTH,46,0.46,46.0,37.0,9.2,Normal,13,4
1764942712.018544,CAM_SYNTH,41,0.41,41.0,39.5,8.2,Normal,13,4
1764942772.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,13,4
1764942832.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,13,4
1764942892.018544,CAM_SYNTH,62,0.62,62.0,29.0,12.4,High,13,4
1764942952.018544,CAM_SYNTH,37,0.37,37.0,41.5,7.4,Normal,13,4
1764943012.018544,CAM_SYNTH,39,0.39,39.0,40.5,7.8,Normal,13,4
1764943072.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,13,4
1764943132.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,13,4
1764943192.018544,CAM_SYNTH,49,0.49,49.0,35.5,9.8,Normal,13,4
1764943252.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,14,4
1764943312.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,14,4
1764943372.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,14,4
1764943432.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,14,4
1764943492.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,14,4
1764943552.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,14,4
1764943612.018544,CAM_SYNTH,61,0.61,61.0,29.5,12.2,High,14,4
1764943672.018544,CAM_SYNTH,37,0.37,37.0,41.5,7.4,Normal,14,4
1764943732.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,14,4
1764943792.018544,CAM_SYNTH,67,0.67,67.0,26.5,13.4,High,14,4
1764943852.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,14,4
1764943912.018544,CAM_SYNTH,55,0.55,55.0,32.5,11.0,High,14,4
1764943972.018544,CAM_SYNTH,41,0.41,41.0,39.5,8.2,Normal,14,4
1764944032.018544,CAM_SYNTH,49,0.49,49.0,35.5,9.8,Normal,14,4
1764944092.018544,CAM_SYNTH,59,0.59,59.0,30.5,11.8,High,14,4
1764944152.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,14,4
1764944212.018544,CAM_SYNTH,45,0.45,45.0,37.5,9.0,Normal,14,4
1764944272.018544,CAM_SYNTH,43,0.43,43.0,38.5,8.6,Normal,14,4
1764944332.018544,CAM_SYNTH,40,0.4,40.0,40.0,8.0,Normal,14,4
1764944392.018544,CAM_SYNTH,41,0.41,41.0,39.5,8.2,Normal,14,4
1764944452.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,14,4
1764944512.018544,CAM_SYNTH,45,0.45,45.0,37.5,9.0,Normal,14,4
1764944572.018544,CAM_SYNTH,57,0.57,57.0,31.500000000000004,11.4,High,14,4
1764944632.018544,CAM_SYNTH,49,0.49,49.0,35.5,9.8,Normal,14,4
1764944692.018544,CAM_SYNTH,67,0.67,67.0,26.5,13.4,High,14,4
1764944752.018544,CAM_SYNTH,31,0.31,31.0,44.5,6.2,Normal,14,4
1764944812.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,14,4
1764944872.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,14,4
1764944932.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,14,4
1764944992.018544,CAM_SYNTH,55,0.55,55.0,32.5,11.0,High,14,4
1764945052.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,14,4
1764945112.018544,CAM_SYNTH,38,0.38,38.0,41.0,7.6,Normal,14,4
1764945172.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,14,4
1764945232.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,14,4
1764945292.018544,CAM_SYNTH,39,0.39,39.0,40.5,7.8,Normal,14,4
1764945352.018544,CAM_SYNTH,72,0.72,72.0,24.0,14.4,High,14,4
1764945412.018544,CAM_SYNTH,49,0.49,49.0,35.5,9.8,Normal,14,4
1764945472.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,14,4
1764945532.018544,CAM_SYNTH,43,0.43,43.0,38.5,8.6,Normal,14,4
1764945592.018544,CAM_SYNTH,19,0.19,19.0,50.5,3.8,Normal,14,4
1764945652.018544,CAM_SYNTH,46,0.46,46.0,37.0,9.2,Normal,14,4
1764945712.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,14,4
1764945772.018544,CAM_SYNTH,45,0.45,45.0,37.5,9.0,Normal,14,4
1764945832.018544,CAM_SYNTH,54,0.54,54.0,33.0,10.8,High,14,4
1764945892.018544,CAM_SYNTH,41,0.41,41.0,39.5,8.2,Normal,14,4
1764945952.018544,CAM_SYNTH,59,0.59,59.0,30.5,11.8,High,14,4
1764946012.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,14,4
1764946072.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,14,4
1764946132.018544,CAM_SYNTH,54,0.54,54.0,33.0,10.8,High,14,4
1764946192.018544,CAM_SYNTH,58,0.58,58.0,31.000000000000004,11.6,High,14,4
1764946252.018544,CAM_SYNTH,59,0.59,59.0,30.5,11.8,High,14,4
1764946312.018544,CAM_SYNTH,56,0.56,56.0,31.999999999999996,11.2,High,14,4
1764946372.018544,CAM_SYNTH,55,0.55,55.0,32.5,11.0,High,14,4
1764946432.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,14,4
1764946492.018544,CAM_SYNTH,77,0.77,77.0,21.5,15.4,High,14,4
1764946552.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,14,4
1764946612.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,14,4
1764946672.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,14,4
1764946732.018544,CAM_SYNTH,57,0.57,57.0,31.500000000000004,11.4,High,14,4
1764946792.018544,CAM_SYNTH,65,0.65,65.0,27.5,13.0,High,14,4
1764946852.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,15,4
1764946912.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,15,4
1764946972.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,15,4
1764947032.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,15,4
1764947092.018544,CAM_SYNTH,42,0.42,42.0,39.0,8.4,Normal,15,4
1764947152.018544,CAM_SYNTH,24,0.24,24.0,48.0,4.8,Normal,15,4
1764947212.018544,CAM_SYNTH,55,0.55,55.0,32.5,11.0,High,15,4
1764947272.018544,CAM_SYNTH,61,0.61,61.0,29.5,12.2,High,15,4
1764947332.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,15,4
1764947392.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,15,4
1764947452.018544,CAM_SYNTH,62,0.62,62.0,29.0,12.4,High,15,4
1764947512.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,15,4
1764947572.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,15,4
1764947632.018544,CAM_SYNTH,32,0.32,32.0,44.0,6.4,Normal,15,4
1764947692.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,15,4
1764947752.018544,CAM_SYNTH,55,0.55,55.0,32.5,11.0,High,15,4
1764947812.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,15,4
1764947872.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,15,4
1764947932.018544,CAM_SYNTH,33,0.33,33.0,43.5,6.6,Normal,15,4
1764947992.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,15,4
1764948052.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,15,4
1764948112.018544,CAM_SYNTH,39,0.39,39.0,40.5,7.8,Normal,15,4
1764948172.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,15,4
1764948232.018544,CAM_SYNTH,49,0.49,49.0,35.5,9.8,Normal,15,4
1764948292.018544,CAM_SYNTH,52,0.52,52.0,34.0,10.4,High,15,4
1764948352.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,15,4
1764948412.018544,CAM_SYNTH,32,0.32,32.0,44.0,6.4,Normal,15,4
1764948472.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,15,4
1764948532.018544,CAM_SYNTH,43,0.43,43.0,38.5,8.6,Normal,15,4
1764948592.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,15,4
1764948652.018544,CAM_SYNTH,49,0.49,49.0,35.5,9.8,Normal,15,4
1764948712.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,15,4
1764948772.018544,CAM_SYNTH,59,0.59,59.0,30.5,11.8,High,15,4
1764948832.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,15,4
1764948892.018544,CAM_SYNTH,43,0.43,43.0,38.5,8.6,Normal,15,4
1764948952.018544,CAM_SYNTH,56,0.56,56.0,31.999999999999996,11.2,High,15,4
1764949012.018544,CAM_SYNTH,57,0.57,57.0,31.500000000000004,11.4,High,15,4
1764949072.018544,CAM_SYNTH,33,0.33,33.0,43.5,6.6,Normal,15,4
1764949132.018544,CAM_SYNTH,56,0.56,56.0,31.999999999999996,11.2,High,15,4
1764949192.018544,CAM_SYNTH,56,0.56,56.0,31.999999999999996,11.2,High,15,4
1764949252.018544,CAM_SYNTH,58,0.58,58.0,31.000000000000004,11.6,High,15,4
1764949312.018544,CAM_SYNTH,28,0.28,28.0,46.0,5.6,Normal,15,4
1764949372.018544,CAM_SYNTH,69,0.69,69.0,25.5,13.8,High,15,4
1764949432.018544,CAM_SYNTH,47,0.47,47.0,36.5,9.4,Normal,15,4
1764949492.018544,CAM_SYNTH,55,0.55,55.0,32.5,11.0,High,15,4
1764949552.018544,CAM_SYNTH,71,0.71,71.0,24.5,14.2,High,15,4
1764949612.018544,CAM_SYNTH,48,0.48,48.0,36.0,9.6,Normal,15,4
1764949672.018544,CAM_SYNTH,51,0.51,51.0,34.5,10.2,High,15,4
1764949732.018544,CAM_SYNTH,44,0.44,44.0,38.0,8.8,Normal,15,4
1764949792.018544,CAM_SYNTH,63,0.63,63.0,28.5,12.6,High,15,4
1764949852.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,15,4
1764949912.018544,CAM_SYNTH,60,0.6,60.0,30.0,12.0,High,15,4
1764949972.018544,CAM_SYNTH,60,0.6,60.0,30.0,12.0,High,15,4
1764950032.018544,CAM_SYNTH,59,0.59,59.0,30.5,11.8,High,15,4
1764950092.018544,CAM_SYNTH,46,0.46,46.0,37.0,9.2,Normal,15,4
1764950152.018544,CAM_SYNTH,59,0.59,59.0,30.5,11.8,High,15,4
1764950212.018544,CAM_SYNTH,66,0.66,66.0,27.0,13.2,High,15,4
1764950272.018544,CAM_SYNTH,53,0.53,53.0,33.5,10.6,High,15,4
1764950332.018544,CAM_SYNTH,50,0.5,50.0,35.0,10.0,Normal,15,4
1764950392.018544,CAM_SYNTH,55,0.55,55.0,32.5,11.0,High,15,4
1764950452.018544,CAM_SYNTH,46,0.46,46.0,37.0,9.2,Normal,16,4
1764950512.018544,CAM_SYNTH,61,0.61,61.0,29.5,12.2,High,16,4
